2026-08-04,08:00:00,ENTRY,DL-3C-AQ-4912
2026-08-04,08:02:15,EXIT,DL-3C-AQ-4912
2026-08-04,08:05:12,ENTRY,DL-1C-BM-8341
2026-08-04,08:07:30,ENTRY,DL-3C-AQ-4912
2026-08-04,08:10:45,EXIT,DL-1C-BM-8341
2026-08-04,08:12:18,EXIT,DL-3C-AQ-4912
2026-08-04,08:15:00,ENTRY,DL-3C-AQ-4912
2026-08-04,08:18:22,EXIT,DL-3C-AQ-4912
2026-08-04,08:20:05,ENTRY,DL-9C-CR-2904
2026-08-04,08:22:40,ENTRY,DL-3C-AQ-4912
2026-08-04,08:25:11,EXIT,DL-3C-AQ-4912
2026-08-04,08:28:34,EXIT,DL-9C-CR-2904
2026-08-04,08:30:15,ENTRY,DL-3C-AQ-4912
2026-08-04,08:32:50,EXIT,DL-3C-AQ-4912
2026-08-04,08:35:12,ENTRY,DL-4C-NE-6153
2026-08-04,08:38:09,ENTRY,DL-3C-AQ-4912
2026-08-04,08:41:44,EXIT,DL-3C-AQ-4912
2026-08-04,08:43:20,EXIT,DL-4C-NE-6153
2026-08-04,08:45:55,ENTRY,DL-3C-AQ-4912
2026-08-04,08:48:12,EXIT,DL-3C-AQ-4912
2026-08-04,08:50:30,ENTRY,DL-1C-BM-8341
2026-08-04,08:52:14,ENTRY,DL-3C-AQ-4912
2026-08-04,08:55:03,EXIT,DL-3C-AQ-4912
2026-08-04,08:58:21,EXIT,DL-1C-BM-8341
2026-08-04,09:00:10,ENTRY,DL-3C-AQ-4912
2026-08-04,09:03:45,EXIT,DL-3C-AQ-4912
2026-08-04,09:05:18,ENTRY,DL-7C-ST-1092
2026-08-04,09:08:02,ENTRY,DL-3C-AQ-4912
2026-08-04,09:11:39,EXIT,DL-3C-AQ-4912
2026-08-04,09:14:54,EXIT,DL-7C-ST-1092
2026-08-04,09:17:22,ENTRY,DL-3C-AQ-4912
2026-08-04,09:19:55,EXIT,DL-3C-AQ-4912
2026-08-04,09:22:11,ENTRY,DL-9C-CR-2904
2026-08-04,09:24:40,ENTRY,DL-3C-AQ-4912
2026-08-04,09:27:15,EXIT,DL-3C-AQ-4912
2026-08-04,09:30:04,EXIT,DL-9C-CR-2904
2026-08-04,09:32:45,ENTRY,DL-3C-AQ-4912
2026-08-04,09:35:12,EXIT,DL-3C-AQ-4912
2026-08-04,09:38:33,ENTRY,DL-4C-NE-6153
2026-08-04,09:41:09,ENTRY,DL-3C-AQ-4912
2026-08-04,09:44:54,EXIT,DL-3C-AQ-4912
2026-08-04,09:47:18,EXIT,DL-4C-NE-6153
2026-08-04,09:50:02,ENTRY,DL-3C-AQ-4912
2026-08-04,09:53:11,EXIT,DL-3C-AQ-4912
2026-08-04,09:56:40,ENTRY,DL-2C-XY-5518
2026-08-04,09:59:12,ENTRY,DL-3C-AQ-4912
2026-08-04,10:02:35,EXIT,DL-3C-AQ-4912
2026-08-04,10:05:19,EXIT,DL-2C-XY-5518
2026-08-04,10:08:14,ENTRY,DL-3C-AQ-4912
2026-08-04,10:11:03,EXIT,DL-3C-AQ-4912
2026-08-04,10:14:55,ENTRY,DL-1C-BM-8341
2026-08-04,10:17:24,ENTRY,DL-3C-AQ-4912
2026-08-04,10:20:12,EXIT,DL-3C-AQ-4912
2026-08-04,10:22:43,EXIT,DL-1C-BM-8341
2026-08-04,10:25:33,ENTRY,DL-3C-AQ-4912
2026-08-04,10:28:15,EXIT,DL-3C-AQ-4912
2026-08-04,10:31:09,ENTRY,DL-5C-JK-3149
2026-08-04,10:33:45,ENTRY,DL-3C-AQ-4912
2026-08-04,10:36:14,EXIT,DL-3C-AQ-4912
2026-08-04,10:39:41,EXIT,DL-5C-JK-3149
2026-08-04,10:42:04,ENTRY,DL-3C-AQ-4912
2026-08-04,10:44:55,EXIT,DL-3C-AQ-4912
2026-08-04,10:47:18,ENTRY,DL-9C-CR-2904
2026-08-04,10:50:11,ENTRY,DL-3C-AQ-4912
2026-08-04,10:53:10,EXIT,DL-3C-AQ-4912
2026-08-04,10:56:12,EXIT,DL-9C-CR-2904
2026-08-04,10:59:44,ENTRY,DL-3C-AQ-4912
2026-08-04,11:02:11,EXIT,DL-3C-AQ-4912
2026-08-04,11:05:33,ENTRY,DL-7C-ST-1092
2026-08-04,11:08:12,ENTRY,DL-3C-AQ-4912
2026-08-04,11:11:54,EXIT,DL-3C-AQ-4912
2026-08-04,11:14:02,EXIT,DL-7C-ST-1092
2026-08-04,11:17:39,ENTRY,DL-3C-AQ-4912
2026-08-04,11:20:19,EXIT,DL-3C-AQ-4912
2026-08-04,11:23:44,ENTRY,DL-4C-NE-6153
2026-08-04,11:26:11,ENTRY,DL-3C-AQ-4912
2026-08-04,11:29:02,EXIT,DL-3C-AQ-4912
2026-08-04,11:31:44,EXIT,DL-4C-NE-6153
2026-08-04,11:34:55,ENTRY,DL-3C-AQ-4912
2026-08-04,11:37:33,EXIT,DL-3C-AQ-4912
2026-08-04,11:41:09,ENTRY,DL-1C-BM-8341
2026-08-04,11:43:55,ENTRY,DL-3C-AQ-4912
2026-08-04,11:46:55,EXIT,DL-3C-AQ-4912
2026-08-04,11:49:18,EXIT,DL-1C-BM-8341
2026-08-04,11:52:04,ENTRY,DL-3C-AQ-4912
2026-08-04,11:55:12,EXIT,DL-3C-AQ-4912
2026-08-04,11:58:34,ENTRY,DL-8C-TR-9024
2026-08-04,12:01:05,ENTRY,DL-3C-AQ-4912
2026-08-04,12:04:12,EXIT,DL-3C-AQ-4912
2026-08-04,12:07:09,EXIT,DL-8C-TR-9024
2026-08-04,12:09:34,ENTRY,DL-3C-AQ-4912
2026-08-04,12:12:44,EXIT,DL-3C-AQ-4912
2026-08-04,12:15:33,ENTRY,DL-9C-CR-2904
2026-08-04,12:18:24,ENTRY,DL-3C-AQ-4912
2026-08-04,12:21:40,EXIT,DL-3C-AQ-4912
2026-08-04,12:24:19,EXIT,DL-9C-CR-2904
2026-08-04,12:27:01,ENTRY,DL-3C-AQ-4912
2026-08-04,12:30:19,EXIT,DL-3C-AQ-4912
2026-08-04,12:33:14,ENTRY,DL-2C-XY-5518
2026-08-04,12:36:11,ENTRY,DL-3C-AQ-4912
2026-08-04,12:39:41,EXIT,DL-3C-AQ-4912
2026-08-04,12:42:04,EXIT,DL-2C-XY-5518
2026-08-04,12:45:05,ENTRY,DL-3C-AQ-4912
2026-08-04,12:48:33,EXIT,DL-3C-AQ-4912
2026-08-04,12:51:24,ENTRY,DL-7C-ST-1092
2026-08-04,12:54:33,ENTRY,DL-3C-AQ-4912
2026-08-04,12:57:33,EXIT,DL-3C-AQ-4912
2026-08-04,13:01:21,EXIT,DL-7C-ST-1092
2026-08-04,13:04:12,ENTRY,DL-3C-AQ-4912
2026-08-04,13:07:33,EXIT,DL-3C-AQ-4912
2026-08-04,13:11:09,ENTRY,DL-1C-BM-8341
2026-08-04,13:13:54,ENTRY,DL-3C-AQ-4912
2026-08-04,13:16:55,EXIT,DL-3C-AQ-4912
2026-08-04,13:19:55,EXIT,DL-1C-BM-8341
2026-08-04,13:22:44,ENTRY,DL-3C-AQ-4912
2026-08-04,13:25:39,EXIT,DL-3C-AQ-4912
2026-08-04,13:28:15,ENTRY,DL-4C-NE-6153
2026-08-04,13:31:02,ENTRY,DL-3C-AQ-4912
2026-08-04,13:34:14,EXIT,DL-3C-AQ-4912
2026-08-04,13:37:11,EXIT,DL-4C-NE-6153
2026-08-04,13:40:05,ENTRY,DL-3C-AQ-4912
2026-08-04,13:42:54,EXIT,DL-3C-AQ-4912
2026-08-04,13:45:33,ENTRY,DL-5C-JK-3149
2026-08-04,13:48:12,ENTRY,DL-3C-AQ-4912
2026-08-04,13:51:02,EXIT,DL-3C-AQ-4912
2026-08-04,13:54:19,EXIT,DL-5C-JK-3149
2026-08-04,13:56:55,ENTRY,DL-3C-AQ-4912
2026-08-04,14:01:09,EXIT,DL-3C-AQ-4912
2026-08-04,14:03:55,ENTRY,DL-9C-CR-2904
2026-08-04,14:06:12,ENTRY,DL-3C-AQ-4912
2026-08-04,14:09:14,EXIT,DL-3C-AQ-4912
2026-08-04,14:11:54,EXIT,DL-9C-CR-2904
2026-08-04,14:14:12,ENTRY,DL-3C-AQ-4912
2026-08-04,14:16:30,EXIT,DL-3C-AQ-4912
2026-08-04,14:19:02,ENTRY,DL-6C-PR-4721
2026-08-04,14:21:40,ENTRY,DL-3C-AQ-4912
2026-08-04,14:24:19,EXIT,DL-3C-AQ-4912
2026-08-04,14:27:01,EXIT,DL-6C-PR-4721
2026-08-04,14:30:14,ENTRY,DL-3C-AQ-4912
2026-08-04,14:32:43,EXIT,DL-3C-AQ-4912
2026-08-04,14:35:10,ENTRY,DL-7C-ST-1092
2026-08-04,14:37:44,ENTRY,DL-3C-AQ-4912
2026-08-04,14:41:02,EXIT,DL-3C-AQ-4912
2026-08-04,14:43:55,EXIT,DL-7C-ST-1092
2026-08-04,14:46:11,ENTRY,DL-3C-AQ-4912
2026-08-04,14:49:18,EXIT,DL-3C-AQ-4912
2026-08-04,14:52:19,ENTRY,DL-1C-BM-8341
2026-08-04,14:54:19,ENTRY,DL-3C-AQ-4912
2026-08-04,14:57:33,EXIT,DL-3C-AQ-4912
2026-08-04,15:01:21,EXIT,DL-1C-BM-8341
2026-08-04,15:04:12,ENTRY,DL-3C-AQ-4912
2026-08-04,15:06:55,EXIT,DL-3C-AQ-4912
2026-08-04,15:09:34,ENTRY,DL-2C-XY-5518
2026-08-04,15:12:43,ENTRY,DL-3C-AQ-4912
2026-08-04,15:15:33,EXIT,DL-3C-AQ-4912
2026-08-04,15:18:12,EXIT,DL-2C-XY-5518
2026-08-04,15:21:40,ENTRY,DL-3C-AQ-4912
2026-08-04,15:24:19,EXIT,DL-3C-AQ-4912
2026-08-04,15:27:44,ENTRY,DL-4C-NE-6153
2026-08-04,15:30:19,ENTRY,DL-3C-AQ-4912
2026-08-04,15:33:14,EXIT,DL-3C-AQ-4912
2026-08-04,15:36:14,EXIT,DL-4C-NE-6153
2026-08-04,15:39:41,ENTRY,DL-3C-AQ-4912
2026-08-04,15:42:04,EXIT,DL-3C-AQ-4912
2026-08-04,15:44:55,ENTRY,DL-1C-ZZ-4119
2026-08-04,15:47:18,ENTRY,DL-3C-AQ-4912
2026-08-04,15:50:11,EXIT,DL-3C-AQ-4912
2026-08-04,15:53:10,EXIT,DL-1C-ZZ-4119
2026-08-04,15:56:11,ENTRY,DL-3C-AQ-4912
