2026-08-04,08:00:00,BUY,P49122
2026-08-04,08:02:15,SELL,P49122
2026-08-04,08:05:12,BUY,P83415
2026-08-04,08:07:30,BUY,P49122
2026-08-04,08:10:45,SELL,P83415
2026-08-04,08:12:18,SELL,P49122
2026-08-04,08:15:00,BUY,P49122
2026-08-04,08:18:22,SELL,P49122
2026-08-04,08:20:05,BUY,P29041
2026-08-04,08:22:40,BUY,P49122
2026-08-04,08:25:11,SELL,P49122
2026-08-04,08:28:34,SELL,P29041
2026-08-04,08:30:15,BUY,P49122
2026-08-04,08:32:50,SELL,P49122
2026-08-04,08:35:12,BUY,P61539
2026-08-04,08:38:09,BUY,P49122
2026-08-04,08:41:44,SELL,P49122
2026-08-04,08:43:20,SELL,P61539
2026-08-04,08:45:55,BUY,P49122
2026-08-04,08:48:12,SELL,P49122
2026-08-04,08:50:30,BUY,P83415
2026-08-04,08:52:14,BUY,P49122
2026-08-04,08:55:03,SELL,P49122
2026-08-04,08:58:21,SELL,P83415
2026-08-04,09:00:10,BUY,P49122
2026-08-04,09:03:45,SELL,P49122
2026-08-04,09:05:18,BUY,P10927
2026-08-04,09:08:02,BUY,P49122
2026-08-04,09:11:39,SELL,P49122
2026-08-04,09:14:54,SELL,P10927
2026-08-04,09:17:22,BUY,P49122
2026-08-04,09:19:55,SELL,P49122
2026-08-04,09:22:11,BUY,P29041
2026-08-04,09:24:40,BUY,P49122
2026-08-04,09:27:15,SELL,P49122
2026-08-04,09:30:04,SELL,P29041
2026-08-04,09:32:45,BUY,P49122
2026-08-04,09:35:12,SELL,P49122
2026-08-04,09:38:33,BUY,P61539
2026-08-04,09:41:09,BUY,P49122
2026-08-04,09:44:54,SELL,P49122
2026-08-04,09:47:18,SELL,P61539
2026-08-04,09:50:02,BUY,P49122
2026-08-04,09:53:11,SELL,P49122
2026-08-04,09:56:40,BUY,P55182
2026-08-04,09:59:12,BUY,P49122
2026-08-04,10:02:35,SELL,P49122
2026-08-04,10:05:19,SELL,P55182
2026-08-04,10:08:14,BUY,P49122
2026-08-04,10:11:03,SELL,P49122
2026-08-04,10:14:55,BUY,P83415
2026-08-04,10:17:24,BUY,P49122
2026-08-04,10:20:12,SELL,P49122
2026-08-04,10:22:43,SELL,P83415
2026-08-04,10:25:33,BUY,P49122
2026-08-04,10:28:15,SELL,P49122
2026-08-04,10:31:09,BUY,P31495
2026-08-04,10:33:45,BUY,P49122
2026-08-04,10:36:14,SELL,P49122
2026-08-04,10:39:41,SELL,P31495
2026-08-04,10:42:04,BUY,P49122
2026-08-04,10:44:55,SELL,P49122
2026-08-04,10:47:18,BUY,P29041
2026-08-04,10:50:11,BUY,P49122
2026-08-04,10:53:10,SELL,P49122
2026-08-04,10:56:12,SELL,P29041
2026-08-04,10:59:44,BUY,P49122
2026-08-04,11:02:11,SELL,P49122
2026-08-04,11:05:33,BUY,P10927
2026-08-04,11:08:12,BUY,P49122
2026-08-04,11:11:54,SELL,P49122
2026-08-04,11:14:02,SELL,P10927
2026-08-04,11:17:39,BUY,P49122
2026-08-04,11:20:19,SELL,P49122
2026-08-04,11:23:44,BUY,P61539
2026-08-04,11:26:11,BUY,P49122
2026-08-04,11:29:02,SELL,P49122
2026-08-04,11:31:44,SELL,P61539
2026-08-04,11:34:55,BUY,P49122
2026-08-04,11:37:33,SELL,P49122
2026-08-04,11:41:09,BUY,P83415
2026-08-04,11:43:55,BUY,P49122
2026-08-04,11:46:55,SELL,P49122
2026-08-04,11:49:18,SELL,P83415
2026-08-04,11:52:04,BUY,P49122
2026-08-04,11:55:12,SELL,P49122
2026-08-04,11:58:34,BUY,P90248
2026-08-04,12:01:05,BUY,P49122
2026-08-04,12:04:12,SELL,P49122
2026-08-04,12:07:09,SELL,P90248
2026-08-04,12:09:34,BUY,P49122
2026-08-04,12:12:44,SELL,P49122
2026-08-04,12:15:33,BUY,P29041
2026-08-04,12:18:24,BUY,P49122
2026-08-04,12:21:40,SELL,P49122
2026-08-04,12:24:19,SELL,P29041
2026-08-04,12:27:01,BUY,P49122
2026-08-04,12:30:19,SELL,P49122
2026-08-04,12:33:14,BUY,P55182
2026-08-04,12:36:11,BUY,P49122
2026-08-04,12:39:41,SELL,P49122
2026-08-04,12:42:04,SELL,P55182
2026-08-04,12:45:05,BUY,P49122
2026-08-04,12:48:33,SELL,P49122
2026-08-04,12:51:24,BUY,P10927
2026-08-04,12:54:33,BUY,P49122
2026-08-04,12:57:33,SELL,P49122
2026-08-04,13:01:21,SELL,P10927
2026-08-04,13:04:12,BUY,P49122
2026-08-04,13:07:33,SELL,P49122
2026-08-04,13:11:09,BUY,P83415
2026-08-04,13:13:54,BUY,P49122
2026-08-04,13:16:55,SELL,P49122
2026-08-04,13:19:55,SELL,P83415
2026-08-04,13:22:44,BUY,P49122
2026-08-04,13:25:39,SELL,P49122
2026-08-04,13:28:15,BUY,P61539
2026-08-04,13:31:02,BUY,P49122
2026-08-04,13:34:14,SELL,P49122
2026-08-04,13:37:11,SELL,P61539
2026-08-04,13:40:05,BUY,P49122
2026-08-04,13:42:54,SELL,P49122
2026-08-04,13:45:33,BUY,P31495
2026-08-04,13:48:12,BUY,P49122
2026-08-04,13:51:02,SELL,P49122
2026-08-04,13:54:19,SELL,P31495
2026-08-04,13:56:55,BUY,P49122
2026-08-04,14:01:09,SELL,P49122
2026-08-04,14:03:55,BUY,P29041
2026-08-04,14:06:12,BUY,P49122
2026-08-04,14:09:14,SELL,P49122
2026-08-04,14:11:54,SELL,P29041
2026-08-04,14:14:12,BUY,P49122
2026-08-04,14:16:30,SELL,P49122
2026-08-04,14:19:02,BUY,P47216
2026-08-04,14:21:40,BUY,P49122
2026-08-04,14:24:19,SELL,P49122
2026-08-04,14:27:01,SELL,P47216
2026-08-04,14:30:14,BUY,P49122
2026-08-04,14:32:43,SELL,P49122
